"latitud","longitud"
-36.53,-52.97
-36.38,-52.85
-36.38,-52.83
-40,-56.77
-39.38,-54.75
-39.42,-54.78
-36.52,-52.95
-36.52,-52.98
-36.38,-52.85
-36.3,-52.75
-36.52,-52.97
-36.52,-52.97
-36.37,-52.85
-36.32,-52.93
-36.45,-52.9
-36.52,-52.97
-36.73,-53.15
-36.82,-53.27
-37.15,-53.3
-37.83,-53.3
-37.95,-54.07
-37.98,-54.02
-37.98,-54.08
-37.98,-54
-38.8,-54.1
-40,-56.65
-38.83,-54.12
-38.85,-54.12
-39.13,-54.32
-39.15,-54.32
-39.2,-54.37
-39.13,-54.3
-39.3,-54.5
-39.3,-54.48
-39.22,-54.42
-38.45,-55.37
-39.97,-55.7
-39.97,-55.68
-39.98,-55.7
-39.3,-54.48
-39.3,-54.5
-39.28,-54.53
-39.22,-54.43
-37.85,-54.08
-37.88,-54.2
-37.88,-54.12
-37.88,-54.2
-37.87,-54.2
-37.98,-54
-38,-54.1
-37.95,-54.1
-37.98,-53.97
-37.98,-54.07
-37.95,-54.07
-37.98,-54
-37.93,-54.1
-37.98,-54.12
-37.98,-54
-37.93,-54.1
-37.95,-54.07
-37.97,-54.05
-37.98,-54
-37.95,-54.07
-36.53,-52.95
-36.52,-52.97
-36.38,-52.87
-39.82,-54.87
-39.57,-54.77
-39.47,-54.8
-39.43,-54.77
-39.37,-54.63
-39.38,-54.5
-39.82,-54.87
-39.71,-57.13
-39.84,-57.19
-39.97,-57.24
-39.61,-58.59
-39.96,-57.09
-39.89,-56.92
-39.88,-57.3
-39.73,-57.31
-39.95,-57.01
-39.87,-56.84
-39.8,-56.68
-39.84,-56.71
-39.72,-56.58
-39.59,-56.47
-39.48,-54.82
-39.19,-54.84
-39.33,-54.86
-39.34,-54.93
-39.27,-54.91
-39.78,-56.69
-39.67,-56.57
-39.55,-56.46
-38.01,-54.1
-37.86,-54.21
-37.86,-54.21
-37.85,-54.05
-38.31,-56.37
-39.43,-56.26
-39.55,-56.16
-37.58,-53.66
-37.58,-53.7
-37.57,-53.58
-39.42,-56.28
-39.31,-56.4
-39.2,-56.5
-39.7,-56.05
-39.56,-56.01
-39.41,-55.97
-39.94,-56.22
-39.8,-56.14
-39.17,-54.32
-39.17,-54.32
-39.15,-54.32
-39.12,-54.3
-39.91,-56.18
-39.77,-56.1
-39.6,-55.37
-39.63,-55.35
-39.65,-55.33
-39.65,-55.32
-39.7,-55.3
-39.7,-55.27
-39.52,-55.45
-39.5,-55.47
-39.89,-56.21
-39.76,-56.14
-39.5,-55.48
-39.45,-55.53
-39.57,-55.55
-39.53,-55.53
-39.45,-55.57
-39.45,-55.52
-39.48,-55.5
-39.97,-56.29
-39.84,-56.2
-39.7,-56.12
-39.82,-55.2
-39.85,-55.17
-39.88,-55.17
-39.83,-54.88
-39.82,-54.52
-39.75,-54.93
-39.88,-56.26
-39.75,-56.17
-39.73,-54.78
-39.68,-54.78
-39.62,-54.7
-39.72,-54.93
-39.75,-54.92
-39.75,-54.9
-39.65,-54.92
-40,-56.37
-39.87,-56.27
-39.74,-56.18
-39.58,-54.88
-39.72,-54.97
-39.73,-54.95
-40,-56.38
-39.87,-56.29
-39.73,-56.28
-37.18,-53.67
-37.13,-53.63
-37.17,-53.65
-37.17,-53.63
-37.17,-53.62
-37.17,-53.58
-37.2,-53.45
-36.56,-52.98
-36.54,-53.02
-36.39,-52.86
-40,-56.39
-39.87,-56.31
-39.74,-56.22
-36.82,-53.32
-36.82,-53.32
-36.82,-53.3
-36.85,-53.3
-36.82,-53.33
-36.8,-53.35
-37.57,-53.68
-37.57,-53.66
-39.87,-56.33
-39.75,-56.24
-36.82,-53.32
-36.67,-53.27
-39.82,-55.75
-39.79,-55.7
-39.81,-55.71
-39.77,-55.74
-39.76,-55.79
-39.75,-55.8
-39.76,-55.77
-40,-56.42
-39.6,-56.22
-39.71,-56.23
-39.81,-56.3
-39.82,-56.33
-39.72,-56.25
-39.83,-56.35
-39.74,-56.29
-39.9,-56.39
-39.79,-56.35
-39.7,-56.29
-39.37,-54.63
-39.35,-54.61
-39.36,-54.49
-39.15,-54.3
-39.34,-54.59
-39.31,-54.41
-39.36,-54.48
-39.43,-54.66
-39.43,-54.69
-39.31,-54.44
-39.36,-54.48
-39.97,-56.99
-37.96,-54.08
-37.84,-54.02
-39.25,-54.39
-39.76,-56.72
-39.69,-56.78
-39.63,-56.66
-39.31,-54.47
-39.36,-54.5
-39.37,-54.54
-38.99,-55.76
-38.87,-55.69
-38.74,-55.61
-38.49,-55.69
-38.61,-55.73
-38.72,-55.78
-38.42,-55.81
-38.28,-55.76
-38.14,-55.7
-39.89,-55.17
-39.85,-55.17
-39.83,-55.18
-37.23,-53.5
-37.16,-53.45
-37.04,-53.41
-37.23,-53.43
-37.15,-53.48
-37.18,-53.45
-37.14,-53.41
-37.17,-53.58
-37.18,-53.53
-37.18,-53.44
-36.57,-52.93
-37.12,-53.4
-37.16,-53.55
-37.18,-53.5
-39.93,-57.48
-39.6,-54.7
-39.57,-54.87
-39.82,-55.18
-39.88,-55.2
-37.13,-53.64
-37.16,-53.55
-37.13,-53.59
-37.12,-53.61
-37.13,-53.64
-37.12,-53.66
-37.11,-53.4
-39.86,-57.38
-39.96,-57.49
-39.8,-54.87
-39.82,-54.87
-39.82,-55.2
-39.78,-55.2
-39.77,-55.23
-37.13,-53.64
-37.12,-53.68
-37.14,-53.62
-37.14,-53.62
-39.86,-57.36
-39.81,-57.2
-39.76,-57.02
-37.12,-53.7
-37.14,-53.65
-37.11,-53.71
-39.66,-57.24
-39.78,-57.26
-39.91,-57.29
-37.23,-53.43
-39.94,-57.34
-39.8,-57.31
-39.48,-55.49
-39.46,-55.51
-39.46,-55.52
-39.5,-55.53
-39.44,-55.54
-39.94,-57.36
-37.84,-54.03
-37.85,-54
-37.84,-53.97
-39.93,-57.37
-37.12,-53.64
-39.96,-57.41
-39.74,-55.8
-39.75,-55.8
-39.75,-55.79
-39.87,-57.41
-39.96,-57.45
-39.95,-57.47
-39.96,-57.49
-39.95,-57.51
-39.89,-57.53
-39.95,-57.56
-40,-57.68
-39.67,-56.51
-39.55,-56.44
-39.45,-56.38
-39.67,-56.49
-39.79,-56.54
-39.93,-56.6
-39.67,-56.31
-37.95,-54.08
-38.68,-54.02
-38.82,-54.1
-38.8,-54.08
-39.81,-56.34
-39.94,-56.36
-39.94,-56.37
-39.79,-56.37
-39.92,-56.45
-39.78,-56.45
-39.96,-56.45
-39.91,-56.49
-39.77,-56.49
-40,-56.54
-36.95,-53.35
-36.95,-53.33
-36.8,-53.3
-36.52,-52.97
-36.38,-52.85
-39.94,-56.67
-36.83,-53.3
-36.52,-52.97
-36.53,-52.95
-36.38,-52.83
-36.8,-53.3
-39.96,-56.89
-39.86,-56.75
-36.57,-52.92
-36.38,-52.83
-36.3,-52.78
-39.95,-56.91
-39.85,-56.75
-36.55,-52.93
-36.55,-52.9
-36.38,-52.83
-36.38,-52.87
-37.14,-53.58
-37.13,-53.65
-37.22,-53.45
-37.13,-53.68
-37.11,-53.71
-39.97,-56.97
-39.87,-56.84
-36.6,-52.97
-36.52,-52.97
-37.22,-53.46
-37.1,-53.73
-37.11,-53.76
-36.38,-52.83
-36.3,-52.73
-36.53,-52.93
-37.22,-53.42
-37.19,-53.43
-37.1,-53.74
-37.12,-53.7
-38.74,-58.17
-39.7,-57.74
-39.73,-57.62
-39.67,-57.49
-36.4,-52.8
-36.38,-52.83
-36.65,-53.25
-36.63,-53.32
-36.8,-53.3
-37.15,-53.43
-37.19,-53.44
-37.16,-53.57
-37.14,-53.54
-37.16,-53.41
-39.98,-57.56
-39.9,-57.56
-36.65,-53.23
-37.18,-53.44
-37.15,-53.62
-37.14,-53.52
-37.18,-53.4
-36.67,-53.33
-36.67,-53.37
-36.65,-53.38
-36.65,-53.4
-37.26,-53.4
-37.22,-53.36
-37.12,-53.42
-37.13,-53.38
-36.63,-53.37
-36.62,-53.4
-36.6,-53.4
-36.65,-53.32
-36.65,-53.35
-37.19,-53.43
-37.22,-53.42
-37.07,-53.36
-37.16,-53.48
-36.62,-53.35
-37.04,-53.38
-37.09,-53.35
-36.97,-53.37
-36.97,-53.34
-37.6,-53.63
-37.85,-54.02
-37.86,-53.97
-37.85,-54.05
-37.96,-54.08
-37.96,-54.09
-37.86,-54.15
-37.87,-54.06
-37.87,-53.89
-39.97,-56.54
-39.82,-56.49
-39.69,-56.44
-40,-56.69
-39.78,-58.59
-39.96,-58.61
-39.77,-58.65
-39.79,-57.37
-38.55,-57.66
-38.61,-57.81
-38.67,-57.96
-38.61,-57.72
-38.54,-57.58
-38.46,-57.42
-39.57,-58.67
-38.52,-57.57
-38.44,-57.42
-39.98,-58.97
-38.36,-57.25
-38.26,-57.12
-38.18,-57
-38.08,-56.81
-37.98,-56.68
-37.86,-56.59
-39.96,-59.08
-38.02,-56.74
-37.9,-56.64
-37.79,-56.55
-37.68,-56.44
-37.78,-56.56
-37.9,-56.66
-37.61,-56.39
-37.72,-56.5
-37.83,-56.61
-37.48,-56.25
-37.59,-56.38
-37.7,-56.49
-37.49,-56.28
-37.6,-56.39
-37.7,-56.51
-39.72,-58.84
-39.7,-58.92
-37.49,-56.29
-37.6,-56.41
-37.71,-56.53
-37.42,-56.2
-37.5,-56.33
-37.61,-56.44
-37.41,-56.21
-37.5,-56.34
-37.6,-56.45
-37.71,-56.57
-37.6,-56.45
-37.49,-56.33
-37.72,-56.58
-37.59,-56.46
-37.48,-56.34
-37.47,-56.28
-37.48,-56.3
-37.72,-56.55
-37.83,-56.65
-37.95,-56.73
-38.3,-57.07
-38.18,-56.93
-38.08,-56.79
-38.26,-57.08
-38.36,-57.23
-38.45,-57.36
-38.6,-57.66
-38.52,-57.49
-38.43,-57.35
-39.57,-58.74
-39.46,-58.62
-39.59,-58.78
-38.59,-57.66
-38.52,-57.51
-38.43,-57.37
-39.54,-58.8
-39.51,-58.53
-39.51,-58.82
-39.48,-58.56
-38.55,-57.66
-38.61,-57.82
-38.68,-57.98
-39.52,-58.59
-39.49,-58.85
-39.48,-58.58
-39.51,-58.9
-38.48,-57.5
-38.56,-57.66
-38.64,-57.81
-39.51,-58.61
-39.52,-58.95
-39.66,-58.87
-39.58,-59.17
-38.43,-57.43
-38.52,-57.58
-38.6,-57.73
-39.59,-59.18
-39.76,-59.15
-39.51,-59.17
-39.71,-59.13
-38.61,-57.66
-38.53,-57.5
-38.44,-57.36
-39.75,-59.23
-39.96,-59.19
-39.75,-59.17
-39.97,-59.11
-38.6,-57.7
-38.69,-57.85
-38.75,-58.01
-38.83,-58.22
-38.78,-58.05
-38.72,-57.89
-38.88,-58.29
-38.79,-58.14
-38.73,-57.97
-39.82,-59.02
-39.59,-58.79
-39.76,-58.98
-39.99,-58.99
-39.09,-58.55
-38.99,-58.43
-38.88,-58.29
-39.01,-58.47
-38.9,-58.34
-38.8,-58.22
-39.03,-58.45
-38.92,-58.33
-38.83,-58.18
-38.9,-58.36
-38.77,-58.23
-38.86,-58.18
-38.9,-58.39
-38.78,-58.27
-38.87,-58.42
-38.96,-58.62
-38.88,-58.47
-38.79,-58.33
-38.87,-58.49
-38.96,-58.64
-39.06,-58.76
-37.71,-56.55
-37.84,-56.66
-37.63,-56.74
-37.72,-56.54
-37.84,-56.65
-37.97,-56.82
-38.07,-56.84
-38.17,-56.86
-38.26,-57.1
-38.38,-57.24
-38.18,-57.1
-38.19,-56.97
-39.03,-55.67
-39.17,-55.87
-39.33,-55.98
-39.22,-55.92
-38.41,-57.19
-38.49,-57.41
-38.57,-57.54
-39.38,-55.87
-39.27,-55.78
-39.43,-55.93
-38.5,-57.4
-38.6,-57.59
-39.5,-55.9
-39.3,-55.82
-39.47,-55.92
-39.28,-55.82
-38.4,-57.29
-38.49,-57.43
-38.57,-57.58
-38.35,-56.7
-38.62,-56.83
-38.9,-57
-37.88,-56.62
-38.02,-56.72
-38.12,-56.84
-39.52,-55.95
-39.07,-55.77
-39,-55.63
-39.3,-55.83
-38.21,-56.98
-38.11,-56.83
-37.98,-56.72
-39.5,-55.9
-39.28,-55.78
-39.05,-55.67
-39,-55.65
-38.2,-56.94
-38.1,-56.78
-38.98,-56.68
-39.53,-55.88
-39.28,-55.77
-39.05,-55.65
-39,-55.82
-37.77,-56.51
-38,-56.74
-37.87,-56.63
-39.35,-55.82
-39.12,-55.7
-39.02,-55.67
-39.08,-55.65
-37.94,-56.76
-37.87,-56.66
-37.76,-56.52
-37.83,-56.2
-37.93,-56.35
-37.75,-56.22
-37.6,-56.02
-37.64,-56.43
-37.53,-56.29
-37.43,-56.17
-37.18,-55.25
-37.23,-55.52
-37.4,-55.7
-37.23,-55.52
-37.31,-56.12
-37.42,-56.21
-37.54,-56.31
-37.18,-55.5
-37.32,-55.67
-37.87,-56.61
-37.76,-56.49
-37.64,-56.38
-37.52,-55.87
-37.27,-55.77
-38.83,-55.67
-38.62,-55.55
-37.83,-56.64
-37.71,-56.52
-37.59,-56.41
-37.18,-55.5
-37.28,-55.6
-37.32,-55.68
-37.79,-56.58
-37.66,-56.5
-37.55,-56.38
-37.33,-55.7
-37.32,-55.7
-37.43,-55.87
-37.67,-55.78
-37.8,-56.58
-37.67,-56.47
-37.56,-56.36
-37.76,-56.58
-37.62,-56.48
-37.51,-56.36
-37.75,-56.59
-37.63,-56.5
-37.51,-56.4
-38.07,-56.81
-38.18,-56.96
-38.27,-56.1
-38.61,-57.76
-38.68,-57.9
-38.76,-57.08
-38.77,-57.09
-38.62,-57.76
-38.7,-57.92
-38.6,-57.73
-38.69,-57.88
-38.76,-57.03
-38.7,-57.86
-38.61,-57.8
-38.52,-57.58
-38.71,-57.89
-38.63,-57.72
-38.54,-57.58
-38.68,-57.94
-38.61,-57.78
-38.53,-57.62
-38.54,-57.55
-38.62,-57.69
-38.7,-57.84
-37.85,-54.05
-37.85,-54.02
-37.96,-54.07
-38.72,-57.85
-38.78,-57.02
-38.79,-57.21
-37.13,-53.65
-37.13,-53.59
-37.17,-53.61
-38.59,-57.78
-38.52,-57.62
-38.45,-57.46
-37.08,-53.56
-37.13,-53.41
-36.56,-52.98
-36.54,-53
-38.47,-57.39
-38.38,-57.23
-38.3,-57.08
-36.39,-52.85
-36.35,-52.81
-36.39,-52.83
-36.39,-52.85
-36.51,-52.9
-38.47,-57.36
-38.37,-57.23
-38.44,-57.38
-36.4,-52.83
-36.67,-53.27
-36.64,-53.34
-36.64,-53.87
-38.37,-57.19
-38.46,-57.33
-38.53,-57.5
-36.64,-53.34
-36.64,-53.36
-36.56,-52.94
-36.81,-53.3
-36.65,-52.33
-36.4,-52.84
-36.56,-52.97
-36.55,-52.99
-36.39,-52.85
-36.82,-53.3
-36.96,-53.37
-37.23,-53.45
-37.18,-52.54
-37.57,-53.58
-37.57,-53.68
-38.18,-54.45
-38.3,-54.49
-37.83,-54.52
-37.12,-53.69
-37.29,-53.43
-37.17,-53.45
-37.19,-53.66
-37.13,-53.71
-36.65,-53.32
-36.64,-53.34
-36.64,-53.37
-36.32,-52.78
-36.39,-52.83
-36.39,-52.86
-36.54,-52.99
-36.63,-53.36
-36.63,-53.35
-36.42,-53.4
-38.6,-54.76
-38.76,-54.87
-38.49,-54.64
-37.97,-54.09
-37.98,-54.05
-37.15,-53.76
-37.14,-53.8
-37.09,-53.85
-36.81,-53.32
-37.58,-53.68
-38.58,-54.87
-38.56,-54.9
-38.63,-54.98
-37.66,-54.98
-38.68,-54.71
-38.7,-54.78
-38.45,-57.5
-38.94,-58.31
-39,-58.47
-39.06,-58.62
-39.13,-58.81
-39.22,-58.97
-39.29,-59.13
-39.1,-58.7
-39.16,-58.86
-39.23,-59.02
-39.01,-58.35
-39.08,-58.52
-39.14,-58.69
-39.05,-58.64
-39.12,-58.8
-39.17,-58.97
-39.13,-58.83
-39.05,-58.65
-38.97,-58.52
-39.06,-58.72
-39.01,-58.6
-38.94,-58.48
-39.24,-59.15
-39.32,-59.32
-39.39,-59.47
-39.4,-59.49
-39.38,-59.48
-39.5,-59.38
-39.5,-59.37
-39.56,-59.38
-39.69,-59.45
-39.5,-59.25
-39.62,-59.35
-39.73,-59.47
-39.23,-59.02
-39.16,-58.84
-39.09,-58.67
-39.25,-59.09
-39.17,-58.92
-39.11,-58.75
-39.31,-59.31
-39.3,-59.13
-39.2,-59.01
-39.28,-59.17
-39.29,-59.35
-39.19,-58.91
-39.26,-59.08
-39.29,-59.27
-39.11,-58.71
-39.18,-58.86
-39.25,-59.03
-39.07,-58.61
-39.15,-58.77
-39.22,-58.94
-39.33,-59.34
-39.27,-59.15
-39.2,-58.98
-39.69,-59.44
-39.66,-59.42
-39.21,-58.95
-39.14,-58.77
-39.08,-58.58
-39.58,-57.34
-39.72,-57.37
-39.86,-57.4
-39.94,-57.45
-39.4,-58.05
-39.53,-57.68
-39.43,-57.95
-39.99,-57.47
-39.43,-58.02
-39.48,-57.92
-39.43,-58.02
-39.95,-57.44
-39.4,-58.27
-39.48,-57.92
-39.47,-57.6
-39.85,-57.65
-39.96,-57.78
-39.45,-58
-39.45,-57.7
-39.47,-58
-39.47,-58
-39.52,-57.7
-39.43,-58.12
-39.47,-58
-39.55,-57.67
-39.55,-57.67
-39.37,-58.35
-39.27,-58.12
-39.33,-58.4
-39.23,-58.2
-39.95,-56.95
-39.83,-56.81
-39.35,-58.2
-39.25,-58.2
-39.37,-58.4
-39.8,-56.75
-39.91,-56.88
-39.9,-56.96
-39.9,-56.97
-39.99,-57.09
-39.37,-58.27
-39.37,-57.98
-39.35,-58.25
-39.86,-57.14
-39.86,-57.12
-39.35,-58.32
-39.2,-58.12
-39,-58.27
-39.13,-58.15
-38.95,-58.32
-39.37,-58.27
-39.25,-58
-39.35,-58.32
-39.86,-57.14
-39.35,-58.27
-39.4,-58.75
-39.42,-58.42
-39.38,-58.2
-39.2,-57.97
-39.25,-57.58
-39.9,-57.16
-39.25,-57.97
-39.25,-57.63
-39.32,-57.3
-39.69,-56.46
-39.83,-56.49
-39.96,-56.53
-39.28,-57.7
-39.15,-57.43
-39.3,-57.63
-39.64,-56.96
-39.72,-57.12
-39.8,-57.27
-39.33,-57.85
-39.28,-57.5
-39.25,-57.77
-39.5,-56.41
-39.39,-56.27
-39.28,-56.14
-39.33,-57.48
-39.4,-57.48
-39.32,-57.85
-39.25,-56.31
-39.4,-56.32
-39.51,-56.45
-39.47,-57.97
-39.55,-57.62
-39.47,-57.98
-39.14,-56.31
-39.27,-56.32
-39.4,-56.32
-39.44,-56.4
-39.33,-56.37
-39.25,-56.53
-39.58,-56.55
-39.5,-56.45
-39.41,-56.34
-38.35,-57.08
-38.6,-57.48
-39.85,-57.16
-39.71,-57.07
-39.33,-58.38
-39.42,-58.12
-39.48,-57.78
-39.03,-58.02
-39.4,-58.2
-39.48,-57.83
-39.48,-57.52
-39.18,-58.14
-38.93,-57.99
-39.11,-58.15
-39.48,-57.87
-39.55,-57.52
-39.55,-57.25
-39.95,-58.31
-39.3,-58.47
-39.4,-58.22
-39.45,-57.93
-39.3,-58.48
-39.4,-58.22
-39.45,-57.92
-39.32,-58.47
-39.4,-58.22
-39.5,-57.88
-39.33,-58.48
-39.42,-58.22
-39.5,-57.88
-39.33,-58.45
-39.43,-58.13
-39.47,-57.83
-39.33,-58.47
-39.43,-58.15
-39.47,-57.85
-39.33,-58.43
-39.42,-58.13
-39.35,-58.45
-39.4,-58.12
-39.23,-57.85
-39.39,-58.51
-39.62,-58.55
-39.35,-57.95
-39.2,-57.77
-39.35,-57.97
-39.2,-57.75
-39.76,-58.78
-39.63,-58.54
-39.46,-58.3
-39.32,-58.43
-39.4,-58.13
-39.33,-57.85
-39.69,-59.01
-39.87,-59
-39.65,-58.91
-39.53,-58.83
-39.32,-58.42
-39.33,-58.15
-39.3,-57.88
-39.96,-56.31
-39.82,-56.29
-39.2,-58.49
-39.49,-58.58
-39.38,-58.39
-39.28,-58.37
-39.23,-57.87
-39.43,-58
-39.3,-58.3
-39.23,-57.95
-39.43,-58.02
-39.67,-56.3
-39.36,-56.3
-39.37,-56.31
-39.35,-58.45
-39.51,-58.6
-39.56,-58.7
-39.37,-58.03
-39.2,-57.82
-39.4,-57.95
-39.38,-58.02
-39.2,-57.82
-39.4,-57.95
-38.83,-55.73
-38.68,-55.7
-38.53,-55.66
-39.77,-58.98
-39.56,-58.97
-39.8,-58.95
-39.3,-58.5
-39.38,-58.25
-39.2,-57.9
-39.4,-58.25
-39.43,-58
-39.22,-57.9
-39.54,-58.46
-39.34,-58.41
-39.37,-58.7
-38.84,-55.72
-38.84,-55.9
-38.84,-56.08
-39.67,-59
-39.47,-58.47
-39.35,-58.28
-39.22,-58.02
-39.38,-58.27
-39.23,-57.98
-39.12,-57.73
-39.69,-58.99
-39.48,-58.93
-39.67,-58.71
-39.03,-55.85
-38.89,-55.75
-38.76,-55.68
-39.35,-58.28
-39.22,-58.02
-39.05,-57.72
-39.5,-58.6
-39.51,-58.92
-39.55,-58.82
-39.37,-58.25
-39.22,-57.97
-39.07,-57.7
-39.5,-58.89
-39.7,-59.05
-39.9,-59.15
-39.65,-58.97
-39.49,-58.93
-39.63,-58.87
-39.47,-58.93
-39.02,-57.68
-39.35,-58.3
-39.18,-58
-39.35,-58.3
-39.18,-58.02
-39.03,-57.7
-39.35,-58.3
-39.18,-58.02
-39.07,-57.62
-39.03,-57.87
-39.28,-56.98
-39.03,-56.77
-38.9,-56.72
-39.07,-55.81
-38.93,-55.72
-38.79,-55.96
-39.07,-56.92
-38.88,-56.82
-39.02,-57.02
-39.44,-58.89
-39.41,-58.56
-38.86,-55.7
-38.71,-55.62
-38.56,-55.58
-39,-57.77
-39,-57.42
-38.9,-57.2
-38.76,-55.65
-38.6,-55.62
-38.98,-57.77
-38.97,-57.42
-38.83,-57.15
-39,-57.79
-38.98,-57.44
-38.98,-57.44
-39.34,-56.03
-39.47,-56.1
-39.6,-56.14
-38.98,-57.7
-39.02,-57.42
-39.12,-57.72
-39.75,-59.01
-40,-59
-38.99,-57.71
-39.04,-57.42
-39.06,-57.72
-39.96,-56.8
-38.98,-57.82
-39.03,-57.55
-38.98,-57.9
-39,-57.84
-39.03,-57.54
-39,-57.9
-39.93,-58.73
-39.1,-57.78
-38.83,-57.45
-39.17,-57.79
-38.92,-57.65
-38.82,-57.4
-38.94,-57.69
-38.81,-57.42
-38.7,-57.29
-38.91,-57.64
-38.9,-57.34
-38.78,-57
-38.98,-57.82
-38.79,-57.56
-38.67,-57.21
-38.88,-57.36
-38.7,-57
-39.07,-58.05
-38.97,-57.77
-39.02,-57.64
-39.38,-58.44
-39.4,-58.67
-39.38,-58.4
-39.14,-57.99
-39.18,-57.85
-39.22,-58.14
-39.33,-58.72
-39.34,-58.43
-39.36,-58.67
-39.27,-58.38
-39.22,-58.11
-39.31,-58.39
-39.35,-58.38
-39.36,-58.6
-39.37,-58.31
-39.28,-58.37
-39.21,-58.09
-39.31,-58.32
-39.67,-57.76
-39.88,-57.79
-39.27,-58.87
-39.34,-58.31
-39.34,-57.98
-39.4,-57.68
-39.52,-58.03
-39.38,-58.88
-38.9,-57.5
-38.73,-57.39
-38.9,-57.46
-39.43,-58.65
-39.45,-58.74
-38.82,-57.51
-38.64,-57.38
-38.79,-57.5
-38.8,-57.51
-38.66,-57.48
-38.64,-57.32
-39.94,-57.51
-39.87,-55.1
-39.87,-55.07
-39.83,-54.95
-39.86,-54.89
-39.82,-54.87
-39.89,-56.87
-38.82,-54.84
-39.83,-54.88
-39.83,-54.93
-39.84,-54.92
-39.78,-55.98
-39.8,-56.86
-39.73,-56.95
-39.49,-54.72
-39.47,-54.82
-39.5,-54.69
-39.5,-54.67
-39.4,-54.8
-39.41,-54.78
-39.51,-54.66
-39.53,-54.63
-39.64,-56.95
-39.64,-56.96
-39.89,-56.86
-39.99,-56.54
-39.42,-54.77
-39.43,-54.75
-39.37,-54.82
-39.78,-56
-39.58,-55.88
-39.77,-56
-39.78,-56
-39.61,-55.88
-39.8,-55.98
-39.9,-56.49
-39.88,-56.22
-37.96,-54.08
-37.87,-54.06
-39.8,-56
-39.67,-55.93
-39.48,-55.83
-39.81,-56
-39.67,-55.92
-39.51,-55.84
-39.89,-56.25
-37.89,-54.2
-39.62,-56.42
-39.58,-56.09
-39.45,-55.83
-39.34,-55.85
-39.14,-55.77
-38.97,-55.67
-39.3,-55.82
-39.1,-55.74
-38.93,-55.58
-39.31,-55.79
-39.07,-55.67
-38.82,-55.53
-39.52,-55.89
-39.31,-55.8
-39.2,-55.76
-39.88,-56.31
-39.21,-56.18
-39.54,-55.92
-39.39,-55.87
-39.55,-55.94
-39.84,-56.28
-39.63,-56.16
-39.47,-56.92
-39.56,-56
-39.47,-55.88
-39.58,-55.85
-39.78,-56.07
-39.6,-56
-39.5,-55.98
-39.66,-56.01
-39.92,-57.44
-39.5,-55.92
-39.41,-55.86
-39.58,-55.9
-39.51,-55.91
-39.31,-55.79
-39.11,-55.65
-39.5,-55.91
-39.32,-55.78
-39.46,-55.82
-39.54,-56.03
-39.54,-56.09
-39.26,-55.93
-38.97,-55.81
-38.76,-55.71
-38.58,-55.69
-39.8,-56.02
-39.63,-55.9
-38.71,-55.61
-38.65,-55.6
-38.32,-55.59
-39.88,-56.04
-39.78,-55.96
-38.72,-55.61
-38.49,-55.58
-38.31,-55.6
-38.6,-55.71
-38.36,-55.02
-38.06,-55.3
-38.62,-55.72
-38.39,-55.65
-38.15,-55.57
-39.5,-55.84
-39.27,-55.69
-39,-55.56
-39.32,-55.88
-39.08,-55.72
-38.89,-55.77
-39,-55.83
-38.8,-55.74
-38.67,-55.67
-39,-55.85
-38.86,-55.74
-38.94,-55.76
-39.42,-55.96
-39.19,-55.86
-38.95,-55.8
-39.42,-55.95
-39.22,-55.85
-38.97,-55.8
-39.49,-55.99
-39.37,-55.97
-39.56,-55.88
-39.49,-55.99
-39.36,-56.05
-39.56,-56.18
-39.55,-55.92
-39.46,-55.89
-39.55,-55.86
-39.92,-56.79
-39.52,-55.98
-39.47,-55.91
-39.53,-56.85
-39.55,-55.91
-39.36,-55.79
-39.54,-55.87
-39.53,-55.9
-39.34,-55.79
-39.53,-55.85
-39.52,-55.9
-39.36,-55.79
-39.56,-55.92
-39.53,-55.9
-39.34,-55.77
-39.53,-55.85
-39.35,-55.83
-38.93,-55.93
-39.33,-55.82
-39.17,-55.77
-39.35,-55.85
-39.48,-55.88
-39.28,-55.76
-39.1,-55.66
-37.84,-55.67
-37.68,-55.95
-37.58,-54.89
-38,-55.44
-37.81,-55.21
-37.69,-55.03
-37.94,-55.27
-37.77,-55.13
-37.64,-54.96
-37.9,-55.32
-37.76,-55.13
-37.64,-54.94
-37.87,-55.18
-37.72,-55.01
-37.84,-55.11
-37.87,-55.16
-37.71,-55
-37.83,-55.09
-37.64,-54.93
-37.77,-55.1
-37.58,-54.94
-37.96,-55.21
-37.76,-55.05
-37.57,-54.86
-39.61,-55.88
-39.8,-56.03
-37.75,-55.04
-37.59,-54.88
-37.45,-54.71
-37.7,-54.98
-37.52,-54.78
-37.4,-54.63
-37.55,-54.84
-37.41,-54.69
-37.59,-54.89
-39.31,-55.8
-39.11,-55.7
-38.93,-55.59
-39.39,-55.84
-39.21,-55.74
-39.39,-55.78
-39.46,-55.89
-39.34,-55.79
-39.52,-55.88
-38.94,-55.61
-38.74,-55.51
-38.47,-55.42
-39.55,-56.04
-39.39,-55.97
-39.25,-55.93
-39.31,-56.05
-39.56,-56.07
-39.38,-55.98
-39.15,-55.86
-39.63,-57.17
-39.74,-57.16
-39.41,-55.99
-39.19,-55.86
-38.95,-55.71
-39.56,-56.07
-39.35,-55.98
-39.1,-55.89
-39.57,-56.07
-39.34,-55.98
-39.11,-55.88
-39.87,-56.22
